"V1","V2","V3","V4","V5"
"1",3.09723936838883,7.93642453992133,1.21091957146588,4.63137709510252,1.72784174154757
"2",3.09427007415139,7.96797218389132,1.2228458249883,4.53491041764305,1.73258601770437
"3",3.09427007415139,7.96797218389132,1.2228458249883,4.53491041764305,1.73258601770437
"4",3.09427007415139,7.96797218389132,1.2228458249883,4.53491041764305,1.73258601770437
"5",3.09427007415139,7.96797218389132,1.2228458249883,4.53491041764305,1.73258601770437
"6",3.09427007415139,7.96797218389132,1.2228458249883,4.53491041764305,1.73258601770437
"7",3.10383044402936,8.05454795650207,1.22539843494572,4.62607398798267,1.73533676613557
"8",3.11178039948038,8.03371608865348,1.23123188938909,4.61537812255134,1.74236699248387
"9",3.11178039948038,8.03371608865348,1.23123188938909,4.61537812255134,1.74236699248387
"10",3.11178039948038,8.03371608865348,1.23123188938909,4.61537812255134,1.74236699248387
"11",3.11178039948038,8.03371608865348,1.23123188938909,4.61537812255134,1.74236699248387
"12",3.11178039948038,8.03371608865348,1.23123188938909,4.61537812255134,1.74236699248387
"13",3.11996894559186,8.01249770051616,1.20531051651795,4.73696449477623,1.71753311501412
"14",3.10936167424513,7.99436139874782,1.21342547149979,4.74300558868978,1.71065663541941
"15",3.10936167424513,7.99436139874782,1.21342547149979,4.74300558868978,1.71065663541941
"16",3.10936167424513,7.99436139874782,1.21342547149979,4.74300558868978,1.71065663541941
"17",3.10936167424513,7.99436139874782,1.21342547149979,4.74300558868978,1.71065663541941
"18",3.10936167424513,7.99436139874782,1.21342547149979,4.74300558868978,1.71065663541941
"19",3.10936167424513,7.99436139874782,1.21342547149979,4.74300558868978,1.71065663541941
"20",3.10936167424513,7.99436139874782,1.21342547149979,4.74300558868978,1.71065663541941
"21",3.13120345978047,8.1382033563523,1.19868484166881,4.93070316398819,1.69504421881531
"22",3.13120345978047,8.1382033563523,1.19868484166881,4.93070316398819,1.69504421881531
"23",3.13120345978047,8.1382033563523,1.19868484166881,4.93070316398819,1.69504421881531
"24",3.13120345978047,8.1382033563523,1.19868484166881,4.93070316398819,1.69504421881531
"25",3.12887195528092,8.03667641970552,1.1962273563136,4.82230494901147,1.69465065329005
"26",3.12157523437262,8.03403419223913,1.18811673284382,4.7790249165179,1.68235954562951
"27",3.1213087045837,8.10263662415926,1.1679352301522,4.89215696128183,1.67244326043242
"28",3.1213087045837,8.10263662415926,1.1679352301522,4.89215696128183,1.67244326043242
"29",3.11932391610672,8.12016871547398,1.16402610853025,4.90769231060753,1.66987497712466
"30",3.11932391610672,8.12016871547398,1.16402610853025,4.90769231060753,1.66987497712466
"31",3.11932391610672,8.12016871547398,1.16402610853025,4.90769231060753,1.66987497712466
"32",3.11932391610672,8.12016871547398,1.16402610853025,4.90769231060753,1.66987497712466
"33",3.12466195684524,8.16849360082685,1.18154804887602,4.84994001199321,1.69071397100108
"34",3.12466195684524,8.16849360082685,1.18154804887602,4.84994001199321,1.69071397100108
"35",3.12466195684524,8.16849360082685,1.18154804887602,4.84994001199321,1.69071397100108
"36",3.11472116962171,8.08815999075044,1.19989728933483,4.74703834330503,1.70291899152198
"37",3.12701394781995,8.04226863221967,1.18590557727364,4.62393303796226,1.69408253663332
"38",3.12701394781995,8.04226863221967,1.18590557727364,4.62393303796226,1.69408253663332
"39",3.12477531693319,8.07685882706986,1.16854565438954,4.7503999190773,1.67017962063379
"40",3.12477531693319,8.07685882706986,1.16854565438954,4.7503999190773,1.67017962063379
"41",3.1216272536438,8.15586795302984,1.15119480267516,4.85754505690396,1.6384072745649
"42",3.1250578505072,8.17661042618531,1.12270327275032,4.87821337457297,1.62208108163968
"43",3.1250578505072,8.17661042618531,1.12270327275032,4.87821337457297,1.62208108163968
"44",3.1250578505072,8.17661042618531,1.12270327275032,4.87821337457297,1.62208108163968
"45",3.12723550787516,8.15218777389785,1.12662919662923,4.74587465986904,1.63658947166749
"46",3.12334227771441,8.1114223373396,1.15229205854553,4.68609204753379,1.66027189591893
"47",3.12334227771441,8.1114223373396,1.15229205854553,4.68609204753379,1.66027189591893
"48",3.12334227771441,8.1114223373396,1.15229205854553,4.68609204753379,1.66027189591893
